Date,State,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3
2025-02-13,Andhra Pradesh,Kadapa,101.1,30.17,121.32,25.6,51.03,0.85,42.66
2025-02-28,Andhra Pradesh,Kadapa,73.3,14.13,73.3,25.19,29.71,0.86,42.81
2025-03-15,Andhra Pradesh,Kadapa,53.1,17.3,53.1,16.88,15.25,0.36,33.32
2025-03-30,Andhra Pradesh,Kadapa,77.5,27.17,77.5,39.48,33.34,0.64,49.64
2021-01-01,Andhra Pradesh,Rajamahendravaram,159.4,30.6,191.28,50.75,51.02,1.45,74.31
2021-01-16,Andhra Pradesh,Rajamahendravaram,141.0,36.93,169.2,51.81,46.48,0.89,72.54
2021-01-31,Andhra Pradesh,Rajamahendravaram,134.1,38.55,160.92,54.98,50.89,1.06,93.83
2021-02-15,Andhra Pradesh,Rajamahendravaram,95.4,37.33,95.4,29.44,51.78,0.77,45.48
2021-03-02,Andhra Pradesh,Rajamahendravaram,71.5,20.95,71.5,35.11,19.35,0.88,23.16
2021-03-17,Andhra Pradesh,Rajamahendravaram,119.4,33.06,143.28,45.21,32.24,1.39,45.37
2021-04-01,Andhra Pradesh,Rajamahendravaram,80.3,22.3,80.3,40.25,28.49,0.77,52.79
2021-04-16,Andhra Pradesh,Rajamahendravaram,56.3,13.51,56.3,17.71,27.0,0.57,21.45
2021-05-01,Andhra Pradesh,Rajamahendravaram,38.5,12.63,13.84,16.01,21.33,0.35,38.5
2021-05-16,Andhra Pradesh,Rajamahendravaram,68.0,13.95,68.0,31.39,32.62,0.51,27.13
2021-05-31,Andhra Pradesh,Rajamahendravaram,46.9,8.65,32.31,14.51,12.29,0.48,46.9
2021-06-15,Andhra Pradesh,Rajamahendravaram,68.8,28.42,68.8,22.86,19.88,0.76,34.38
2021-06-30,Andhra Pradesh,Rajamahendravaram,44.3,11.69,21.31,23.4,18.67,0.39,44.3
2021-07-15,Andhra Pradesh,Rajamahendravaram,39.1,15.26,25.2,17.02,20.89,0.35,39.1
2021-07-30,Andhra Pradesh,Rajamahendravaram,54.2,20.85,26.43,15.25,15.41,0.55,54.2
2021-08-14,Andhra Pradesh,Rajamahendravaram,36.9,7.2,36.9,19.19,13.71,0.4,24.0
2021-08-29,Andhra Pradesh,Rajamahendravaram,30.9,12.31,30.9,12.25,9.5,0.38,17.48
2021-09-13,Andhra Pradesh,Rajamahendravaram,42.9,16.83,42.9,12.19,23.04,0.43,23.97
2021-09-28,Andhra Pradesh,Rajamahendravaram,39.7,9.4,39.7,18.5,14.24,0.51,12.29
2021-10-13,Andhra Pradesh,Rajamahendravaram,82.2,20.78,82.2,35.52,32.25,1.1,37.33
2021-10-28,Andhra Pradesh,Rajamahendravaram,105.3,20.25,126.36,44.23,55.57,0.67,53.5
2021-11-12,Andhra Pradesh,Rajamahendravaram,50.1,15.56,50.1,15.98,22.95,0.38,22.18
2021-11-27,Andhra Pradesh,Rajamahendravaram,112.5,45.24,135.0,34.23,61.8,1.15,54.44
2021-12-12,Andhra Pradesh,Rajamahendravaram,161.8,57.47,194.16,84.17,50.45,2.02,85.24
2021-12-27,Andhra Pradesh,Rajamahendravaram,130.5,29.68,156.6,46.76,54.94,1.73,47.96
2022-01-11,Andhra Pradesh,Rajamahendravaram,96.6,31.24,96.6,47.92,32.37,0.92,62.87
2022-01-26,Andhra Pradesh,Rajamahendravaram,99.0,30.66,99.0,29.19,49.92,1.04,42.87
2022-02-10,Andhra Pradesh,Rajamahendravaram,108.5,44.95,130.2,54.41,29.1,1.18,66.02
2022-02-25,Andhra Pradesh,Rajamahendravaram,81.3,29.0,81.3,27.51,38.45,0.66,39.61
2022-03-12,Andhra Pradesh,Rajamahendravaram,88.7,20.41,88.7,23.17,45.36,0.57,35.9
2022-03-27,Andhra Pradesh,Rajamahendravaram,39.0,12.95,39.0,13.8,10.36,0.3,17.47
2022-04-11,Andhra Pradesh,Rajamahendravaram,35.3,12.45,35.3,14.27,17.61,0.47,19.92
2022-04-26,Andhra Pradesh,Rajamahendravaram,50.6,15.14,50.6,13.63,26.94,0.64,29.58
2022-05-11,Andhra Pradesh,Rajamahendravaram,52.3,14.06,34.06,41.84,28.9,0.46,36.34
2022-05-26,Andhra Pradesh,Rajamahendravaram,85.3,24.47,85.3,27.33,26.77,1.19,28.19
2022-06-10,Andhra Pradesh,Rajamahendravaram,38.1,9.65,20.96,21.04,19.36,0.25,38.1
2022-06-25,Andhra Pradesh,Rajamahendravaram,31.9,6.52,21.22,7.87,11.69,0.31,31.9
2022-07-10,Andhra Pradesh,Rajamahendravaram,35.4,7.51,22.84,19.65,8.53,0.42,35.4
2022-07-25,Andhra Pradesh,Rajamahendravaram,28.7,5.46,18.53,11.11,11.95,0.23,28.7
2022-08-09,Andhra Pradesh,Rajamahendravaram,40.6,10.48,40.6,12.44,10.35,0.44,17.77
2022-08-24,Andhra Pradesh,Rajamahendravaram,36.6,15.21,36.6,9.75,19.71,0.34,23.99
2022-09-08,Andhra Pradesh,Rajamahendravaram,29.1,11.47,29.1,12.19,7.18,0.39,19.51
2022-09-23,Andhra Pradesh,Rajamahendravaram,40.7,8.83,40.7,20.9,22.24,0.51,12.58
2022-10-08,Andhra Pradesh,Rajamahendravaram,35.2,10.51,35.2,15.68,13.86,0.31,16.71
2022-10-23,Andhra Pradesh,Rajamahendravaram,92.1,25.93,92.1,44.47,29.11,1.0,48.17
2022-11-07,Andhra Pradesh,Rajamahendravaram,122.6,26.9,147.12,30.05,37.3,1.65,85.64
2022-11-22,Andhra Pradesh,Rajamahendravaram,133.9,37.34,160.68,46.77,57.59,1.19,58.06
2022-12-07,Andhra Pradesh,Rajamahendravaram,131.5,48.33,157.8,71.32,66.0,0.82,66.28
2022-12-22,Andhra Pradesh,Rajamahendravaram,105.8,40.47,126.96,46.25,56.68,1.38,37.76
2023-01-06,Andhra Pradesh,Rajamahendravaram,172.5,59.42,207.0,48.56,49.64,1.31,116.36
2023-01-21,Andhra Pradesh,Rajamahendravaram,159.6,39.29,191.52,40.13,69.01,1.5,104.25
2023-02-05,Andhra Pradesh,Rajamahendravaram,101.9,29.07,122.28,26.36,25.1,1.35,41.69
2023-02-20,Andhra Pradesh,Rajamahendravaram,118.7,28.43,142.44,50.09,56.44,1.46,77.65
2023-03-07,Andhra Pradesh,Rajamahendravaram,109.3,29.64,131.16,55.74,36.88,0.91,36.78
2023-03-22,Andhra Pradesh,Rajamahendravaram,33.5,13.22,33.5,8.41,16.62,0.31,17.36
2023-04-06,Andhra Pradesh,Rajamahendravaram,84.1,31.91,84.1,42.06,36.51,1.04,45.02
2023-04-21,Andhra Pradesh,Rajamahendravaram,48.3,17.98,48.3,23.91,22.97,0.59,15.8
2023-05-06,Andhra Pradesh,Rajamahendravaram,69.1,24.97,69.1,17.37,33.14,0.92,31.35
2023-05-21,Andhra Pradesh,Rajamahendravaram,72.1,30.24,72.1,26.97,17.57,0.72,43.71
2023-06-05,Andhra Pradesh,Rajamahendravaram,80.8,17.55,80.8,36.17,38.37,0.58,49.43
2023-06-20,Andhra Pradesh,Rajamahendravaram,38.7,8.65,16.06,11.14,19.88,0.54,38.7
2023-07-05,Andhra Pradesh,Rajamahendravaram,31.7,12.83,11.14,11.11,13.82,0.39,31.7
2023-07-20,Andhra Pradesh,Rajamahendravaram,28.5,6.11,19.76,13.78,7.92,0.35,28.5
2023-08-04,Andhra Pradesh,Rajamahendravaram,57.7,17.64,57.7,14.81,14.98,0.75,29.57
2023-08-19,Andhra Pradesh,Rajamahendravaram,59.1,19.17,59.1,20.95,29.34,0.8,30.57
2023-09-03,Andhra Pradesh,Rajamahendravaram,59.1,19.91,59.1,19.95,28.99,0.5,33.16
2023-09-18,Andhra Pradesh,Rajamahendravaram,37.5,15.7,37.5,19.68,19.81,0.26,23.64
2023-10-03,Andhra Pradesh,Rajamahendravaram,94.7,33.54,94.7,47.46,47.88,1.12,41.34
2023-10-18,Andhra Pradesh,Rajamahendravaram,106.1,33.18,127.32,30.48,35.32,1.23,42.07
2023-11-02,Andhra Pradesh,Rajamahendravaram,114.3,44.66,137.16,63.6,34.09,1.32,76.6
2023-11-17,Andhra Pradesh,Rajamahendravaram,102.0,23.28,122.4,28.53,43.18,1.06,35.17
2023-12-02,Andhra Pradesh,Rajamahendravaram,100.6,32.15,120.72,32.26,50.37,1.26,48.57
2023-12-17,Andhra Pradesh,Rajamahendravaram,222.6,111.3,168.03,120.16,204.82,2.38,90.38
2024-01-01,Andhra Pradesh,Rajamahendravaram,249.2,124.6,87.58,100.23,202.65,2.54,78.43
2024-01-16,Andhra Pradesh,Rajamahendravaram,108.2,33.47,129.84,34.24,45.65,0.76,43.48
2024-01-31,Andhra Pradesh,Rajamahendravaram,88.7,28.86,88.7,49.56,46.92,1.18,42.52
2024-02-15,Andhra Pradesh,Rajamahendravaram,81.1,28.12,81.1,34.37,33.87,0.81,35.38
2024-03-01,Andhra Pradesh,Rajamahendravaram,80.1,24.05,80.1,39.65,26.96,0.76,31.41
2024-03-16,Andhra Pradesh,Rajamahendravaram,49.5,15.84,49.5,22.46,25.46,0.34,29.43
2024-03-31,Andhra Pradesh,Rajamahendravaram,59.4,23.76,59.4,27.97,22.91,0.41,23.97
2024-04-15,Andhra Pradesh,Rajamahendravaram,45.4,14.13,45.4,16.74,22.66,0.61,18.01
2024-04-30,Andhra Pradesh,Rajamahendravaram,46.8,13.25,46.8,14.23,18.03,0.55,26.43
2024-05-15,Andhra Pradesh,Rajamahendravaram,52.6,13.08,26.68,17.31,17.5,0.35,52.6
2024-05-30,Andhra Pradesh,Rajamahendravaram,65.1,26.82,65.1,23.18,26.38,0.6,45.48
2024-06-14,Andhra Pradesh,Rajamahendravaram,55.6,18.25,38.26,44.48,21.64,0.6,33.4
2024-06-29,Andhra Pradesh,Rajamahendravaram,49.1,11.01,29.6,39.28,24.48,0.43,18.37
2024-07-14,Andhra Pradesh,Rajamahendravaram,42.1,12.7,20.26,11.63,11.32,0.39,42.1
2024-07-29,Andhra Pradesh,Rajamahendravaram,39.7,7.52,25.95,12.13,11.95,0.42,39.7
2024-08-13,Andhra Pradesh,Rajamahendravaram,39.8,8.08,39.8,16.2,11.03,0.24,25.31
2024-08-28,Andhra Pradesh,Rajamahendravaram,39.4,9.78,39.4,21.28,21.39,0.4,23.62
2024-09-12,Andhra Pradesh,Rajamahendravaram,59.1,16.86,59.1,28.8,30.61,0.39,35.39
2024-09-27,Andhra Pradesh,Rajamahendravaram,42.8,15.75,42.8,17.16,18.63,0.42,27.84
2024-10-12,Andhra Pradesh,Rajamahendravaram,49.7,17.56,49.7,12.18,18.13,0.55,21.54
2024-10-27,Andhra Pradesh,Rajamahendravaram,87.6,29.45,87.6,29.42,21.12,1.0,37.7
2024-11-11,Andhra Pradesh,Rajamahendravaram,118.5,46.85,142.2,45.61,45.31,1.02,78.69
2024-11-26,Andhra Pradesh,Rajamahendravaram,85.1,19.13,85.1,37.34,46.88,0.84,58.89
2024-12-11,Andhra Pradesh,Rajamahendravaram,108.7,44.09,130.44,31.36,34.04,0.82,65.29
2024-12-26,Andhra Pradesh,Rajamahendravaram,157.7,34.18,189.24,38.71,79.53,2.18,48.74
2025-01-10,Andhra Pradesh,Rajamahendravaram,156.5,49.46,187.8,63.64,51.8,1.45,102.06
2025-01-25,Andhra Pradesh,Rajamahendravaram,109.6,42.82,131.52,40.21,42.08,0.9,57.42
2025-02-09,Andhra Pradesh,Rajamahendravaram,95.9,25.57,95.9,42.77,47.95,1.01,58.06
2025-02-24,Andhra Pradesh,Rajamahendravaram,86.1,34.47,86.1,37.78,34.64,1.11,57.72
2025-03-11,Andhra Pradesh,Rajamahendravaram,45.9,13.74,45.9,20.0,16.77,0.47,22.83
2025-03-26,Andhra Pradesh,Rajamahendravaram,63.0,20.47,63.0,34.73,26.96,0.76,28.51
2021-01-01,Andhra Pradesh,Tirumala,71.2,26.5,71.2,38.77,33.78,0.64,27.66
2021-01-16,Andhra Pradesh,Tirumala,85.5,19.4,85.5,25.24,29.9,0.73,32.19
2021-01-31,Andhra Pradesh,Tirumala,78.5,31.98,78.5,34.39,21.79,0.77,26.0
2021-02-15,Andhra Pradesh,Tirumala,77.3,24.58,77.3,31.04,42.1,1.0,35.73
2021-03-02,Andhra Pradesh,Tirumala,57.3,13.24,57.3,31.2,25.71,0.35,37.97
2021-03-17,Andhra Pradesh,Tirumala,113.9,39.7,136.68,28.19,42.38,1.16,40.66
2021-04-01,Andhra Pradesh,Tirumala,90.6,20.5,90.6,50.32,37.8,1.17,40.5
2021-04-16,Andhra Pradesh,Tirumala,66.8,23.93,66.8,21.16,16.97,0.49,35.93
2021-05-01,Andhra Pradesh,Tirumala,39.3,15.4,13.67,18.05,11.33,0.36,39.3
2021-05-16,Andhra Pradesh,Tirumala,45.7,18.67,23.05,36.56,15.85,0.49,30.85
2021-05-31,Andhra Pradesh,Tirumala,37.4,13.15,14.2,9.89,12.04,0.34,37.4
2021-06-15,Andhra Pradesh,Tirumala,65.4,22.29,65.4,31.51,26.67,0.88,29.87
2021-06-30,Andhra Pradesh,Tirumala,40.4,12.11,12.23,9.88,11.71,0.41,40.4
2021-07-15,Andhra Pradesh,Tirumala,34.3,9.1,23.92,27.44,15.45,0.28,21.44
2021-07-30,Andhra Pradesh,Tirumala,38.9,7.31,21.32,17.9,18.85,0.3,38.9
2021-08-14,Andhra Pradesh,Tirumala,40.0,15.43,40.0,19.48,13.05,0.3,26.74
2021-08-29,Andhra Pradesh,Tirumala,40.1,15.67,40.1,16.86,20.68,0.27,28.07
2021-09-13,Andhra Pradesh,Tirumala,47.8,9.68,47.8,22.88,24.21,0.44,30.19
2021-09-28,Andhra Pradesh,Tirumala,44.7,13.89,44.7,12.8,20.9,0.62,31.19
2021-10-13,Andhra Pradesh,Tirumala,70.4,14.45,70.4,28.94,20.64,0.91,30.24
2021-10-28,Andhra Pradesh,Tirumala,69.3,18.88,69.3,33.77,29.86,0.81,39.96
2021-11-12,Andhra Pradesh,Tirumala,46.9,11.51,46.9,19.08,12.61,0.3,30.88
2021-11-27,Andhra Pradesh,Tirumala,73.7,28.62,73.7,40.78,20.85,1.01,29.22
2021-12-12,Andhra Pradesh,Tirumala,128.6,27.68,154.32,52.86,59.07,1.8,39.8
2021-12-27,Andhra Pradesh,Tirumala,65.9,19.02,65.9,16.28,34.93,0.81,34.68
2022-01-11,Andhra Pradesh,Tirumala,67.9,23.48,67.9,27.36,26.14,0.42,37.79
2022-01-26,Andhra Pradesh,Tirumala,95.5,29.32,95.5,41.02,34.02,1.24,42.77
2022-02-10,Andhra Pradesh,Tirumala,74.0,22.65,74.0,29.97,38.06,0.95,35.28
2022-02-25,Andhra Pradesh,Tirumala,59.5,19.33,59.5,29.04,19.01,0.51,26.28
2022-03-12,Andhra Pradesh,Tirumala,107.5,22.94,129.0,51.46,60.12,0.93,43.02
2022-03-27,Andhra Pradesh,Tirumala,67.5,12.41,67.5,32.56,16.32,0.47,34.65
2022-04-11,Andhra Pradesh,Tirumala,63.7,17.65,63.7,18.29,15.88,0.8,32.81
2022-04-26,Andhra Pradesh,Tirumala,93.4,24.43,93.4,26.07,37.48,0.95,63.41
2022-05-11,Andhra Pradesh,Tirumala,63.5,18.14,63.5,35.55,30.57,0.72,29.13
2022-05-26,Andhra Pradesh,Tirumala,69.6,23.03,69.6,32.49,31.97,0.85,34.26
2022-06-10,Andhra Pradesh,Tirumala,44.9,18.79,21.94,35.92,14.33,0.36,27.79
2022-06-25,Andhra Pradesh,Tirumala,49.2,20.15,19.03,19.19,25.69,0.68,49.2
2022-07-10,Andhra Pradesh,Tirumala,44.1,10.45,30.51,13.34,14.38,0.46,44.1
2022-07-25,Andhra Pradesh,Tirumala,45.4,11.91,29.34,36.32,17.95,0.63,22.27
2022-08-09,Andhra Pradesh,Tirumala,41.7,15.03,41.7,15.4,15.38,0.56,28.01
2022-08-24,Andhra Pradesh,Tirumala,51.7,16.52,51.7,23.02,13.23,0.5,29.02
2022-09-08,Andhra Pradesh,Tirumala,42.1,9.7,42.1,13.06,14.22,0.52,28.32
2022-09-23,Andhra Pradesh,Tirumala,50.2,19.01,50.2,26.08,21.2,0.32,31.63
2022-10-08,Andhra Pradesh,Tirumala,47.5,15.54,47.5,12.77,19.59,0.65,30.01
2022-10-23,Andhra Pradesh,Tirumala,69.1,18.28,69.1,20.71,37.05,0.61,41.82
2022-11-07,Andhra Pradesh,Tirumala,110.3,37.09,132.36,32.64,59.97,1.22,76.56
2022-11-22,Andhra Pradesh,Tirumala,112.8,25.86,135.36,60.9,63.06,0.93,38.21
2022-12-07,Andhra Pradesh,Tirumala,104.3,43.28,125.16,37.5,44.38,0.75,36.91
2022-12-22,Andhra Pradesh,Tirumala,85.6,24.88,85.6,25.23,27.1,0.53,56.11
2023-01-06,Andhra Pradesh,Tirumala,100.3,27.74,120.36,36.97,32.2,1.18,59.31
2023-01-21,Andhra Pradesh,Tirumala,95.0,37.61,95.0,51.05,40.78,0.58,47.53
2023-02-05,Andhra Pradesh,Tirumala,93.7,26.25,93.7,48.17,51.51,0.64,45.22
2023-02-20,Andhra Pradesh,Tirumala,89.5,18.96,89.5,47.74,37.94,0.98,62.13
2023-03-07,Andhra Pradesh,Tirumala,68.9,15.49,68.9,30.37,24.7,0.92,47.44
2023-03-22,Andhra Pradesh,Tirumala,58.5,17.44,58.5,24.64,21.59,0.77,25.16
2023-04-06,Andhra Pradesh,Tirumala,73.2,16.21,73.2,17.88,29.52,0.85,33.18
2023-04-21,Andhra Pradesh,Tirumala,53.5,21.3,53.5,29.19,18.0,0.66,31.54
2023-05-06,Andhra Pradesh,Tirumala,67.2,20.12,67.2,28.8,22.23,0.86,27.67
2023-05-21,Andhra Pradesh,Tirumala,65.3,14.58,65.3,20.41,18.95,0.86,43.6
2023-06-05,Andhra Pradesh,Tirumala,55.7,13.43,19.68,30.14,31.15,0.74,55.7
2023-06-20,Andhra Pradesh,Tirumala,45.6,16.57,27.02,16.25,20.93,0.48,45.6
2023-07-05,Andhra Pradesh,Tirumala,41.8,8.32,26.47,20.23,17.27,0.33,41.8
2023-07-20,Andhra Pradesh,Tirumala,48.7,19.29,16.9,23.74,16.91,0.62,48.7
2023-08-04,Andhra Pradesh,Tirumala,55.1,15.52,55.1,28.82,18.02,0.71,26.35
2023-08-19,Andhra Pradesh,Tirumala,51.4,9.91,51.4,27.25,21.55,0.42,33.85
2023-09-03,Andhra Pradesh,Tirumala,39.8,13.23,39.8,11.32,15.54,0.29,25.48
2023-09-18,Andhra Pradesh,Tirumala,42.2,14.6,42.2,21.14,18.33,0.5,19.61
2023-10-03,Andhra Pradesh,Tirumala,79.1,18.3,79.1,41.96,36.24,0.9,32.0
2023-10-18,Andhra Pradesh,Tirumala,90.6,19.12,90.6,30.11,31.19,0.88,43.06
2023-11-02,Andhra Pradesh,Tirumala,96.1,33.83,96.1,49.68,31.82,0.59,34.28
2023-11-17,Andhra Pradesh,Tirumala,59.6,12.25,59.6,19.43,29.92,0.36,26.14
2023-12-02,Andhra Pradesh,Tirumala,70.3,25.69,70.3,24.94,19.39,0.95,26.44
2023-12-17,Andhra Pradesh,Tirumala,146.6,46.79,175.92,54.85,78.2,1.26,100.65
2024-01-01,Andhra Pradesh,Tirumala,107.3,40.38,128.76,53.15,50.87,1.45,40.67
2024-01-16,Andhra Pradesh,Tirumala,70.9,27.94,70.9,35.96,18.71,0.82,25.63
2024-01-31,Andhra Pradesh,Tirumala,76.4,22.89,76.4,20.7,24.65,0.98,27.3
2024-02-15,Andhra Pradesh,Tirumala,61.5,19.78,61.5,24.4,23.05,0.59,27.46
2024-03-01,Andhra Pradesh,Tirumala,72.8,23.84,72.8,21.09,34.92,0.76,44.31
2024-03-16,Andhra Pradesh,Tirumala,60.0,14.7,60.0,19.35,31.45,0.38,40.96
2024-03-31,Andhra Pradesh,Tirumala,60.1,23.82,60.1,29.47,16.67,0.7,21.31
2024-04-15,Andhra Pradesh,Tirumala,64.3,27.0,64.3,28.38,24.18,0.81,37.5
2024-04-30,Andhra Pradesh,Tirumala,52.0,9.76,52.0,24.58,19.11,0.63,34.8
2024-05-15,Andhra Pradesh,Tirumala,52.1,18.02,23.85,15.68,20.63,0.61,52.1
2024-05-30,Andhra Pradesh,Tirumala,50.9,16.76,34.84,22.52,20.45,0.7,50.9
2024-06-14,Andhra Pradesh,Tirumala,40.4,14.8,25.47,9.76,16.43,0.28,40.4
2024-06-29,Andhra Pradesh,Tirumala,33.2,10.26,13.15,16.97,12.41,0.23,33.2
2024-07-14,Andhra Pradesh,Tirumala,29.4,8.28,13.61,14.93,13.18,0.19,29.4
2024-07-29,Andhra Pradesh,Tirumala,39.3,10.38,17.07,18.99,10.95,0.28,39.3
2024-08-13,Andhra Pradesh,Tirumala,33.2,5.98,33.2,18.25,13.15,0.33,14.21
2024-08-28,Andhra Pradesh,Tirumala,28.7,7.74,28.7,10.77,10.13,0.36,11.84
2024-09-12,Andhra Pradesh,Tirumala,40.1,16.22,40.1,14.06,12.03,0.38,20.9
2024-09-27,Andhra Pradesh,Tirumala,40.4,8.9,40.4,14.72,15.44,0.34,21.74
2024-10-12,Andhra Pradesh,Tirumala,46.5,19.19,46.5,22.61,12.0,0.29,24.26
2024-10-27,Andhra Pradesh,Tirumala,76.4,28.45,76.4,30.53,19.95,0.76,23.39
2024-11-11,Andhra Pradesh,Tirumala,109.6,25.21,131.52,31.23,36.64,1.24,37.04
2024-11-26,Andhra Pradesh,Tirumala,77.4,26.6,77.4,30.83,22.62,0.51,38.78
2024-12-11,Andhra Pradesh,Tirumala,92.9,23.31,92.9,37.79,24.89,0.66,48.87
2024-12-26,Andhra Pradesh,Tirumala,122.7,50.23,147.24,55.82,39.95,1.14,47.41
2025-01-10,Andhra Pradesh,Tirumala,95.4,22.71,95.4,27.84,26.13,0.75,35.14
2025-01-25,Andhra Pradesh,Tirumala,92.2,29.16,92.2,47.55,45.18,0.69,61.48
2025-02-09,Andhra Pradesh,Tirumala,95.5,37.19,95.5,48.17,43.93,0.83,39.84
2025-02-24,Andhra Pradesh,Tirumala,77.3,24.23,77.3,36.19,39.08,1.04,51.21
2025-03-11,Andhra Pradesh,Tirumala,45.3,16.86,45.3,16.96,16.93,0.42,28.97
2025-03-26,Andhra Pradesh,Tirumala,82.7,26.92,82.7,41.48,41.65,0.93,33.68
2022-11-16,Andhra Pradesh,Tirupati,122.9,48.78,147.48,44.86,36.56,1.11,54.75
2022-12-01,Andhra Pradesh,Tirupati,76.5,19.52,76.5,24.32,40.55,0.46,25.5
2022-12-16,Andhra Pradesh,Tirupati,79.8,14.53,79.8,36.54,38.88,1.01,35.88
2022-12-31,Andhra Pradesh,Tirupati,82.9,28.38,82.9,22.9,27.55,0.59,56.27
2023-01-15,Andhra Pradesh,Tirupati,81.5,32.19,81.5,22.81,25.48,1.04,54.36
2023-01-30,Andhra Pradesh,Tirupati,90.4,33.13,90.4,45.84,31.65,0.59,56.62
2023-02-14,Andhra Pradesh,Tirupati,73.0,20.37,73.0,23.28,35.02,0.68,22.58
2023-03-01,Andhra Pradesh,Tirupati,103.3,42.67,123.96,48.75,50.48,0.92,39.43
2023-03-16,Andhra Pradesh,Tirupati,60.8,11.27,60.8,15.86,16.76,0.84,33.1
2023-03-31,Andhra Pradesh,Tirupati,107.8,29.1,129.36,49.21,26.51,0.66,69.51
2023-04-15,Andhra Pradesh,Tirupati,135.5,27.87,162.6,46.94,54.32,1.39,48.46
2023-04-30,Andhra Pradesh,Tirupati,75.4,31.26,75.4,38.31,19.14,0.78,25.26
2023-05-15,Andhra Pradesh,Tirupati,118.2,39.28,141.84,63.19,50.74,0.95,81.98
2023-05-30,Andhra Pradesh,Tirupati,83.8,26.09,83.8,37.65,23.79,0.71,28.13
2023-06-14,Andhra Pradesh,Tirupati,108.0,44.78,129.6,33.37,49.4,1.38,49.39
2023-06-29,Andhra Pradesh,Tirupati,63.2,13.37,63.2,24.2,33.42,0.39,40.27
2023-07-14,Andhra Pradesh,Tirupati,60.2,21.3,60.2,32.94,16.08,0.39,34.51
2023-07-29,Andhra Pradesh,Tirupati,82.3,31.29,82.3,30.97,36.38,1.05,41.62
2023-08-13,Andhra Pradesh,Tirupati,50.0,19.15,50.0,22.5,15.39,0.57,32.82
2023-08-28,Andhra Pradesh,Tirupati,33.1,7.49,33.1,9.92,10.82,0.34,12.46
2023-09-12,Andhra Pradesh,Tirupati,39.0,13.54,39.0,10.59,18.82,0.36,23.38
2023-09-27,Andhra Pradesh,Tirupati,45.7,12.43,45.7,14.47,21.62,0.36,22.84
2023-10-12,Andhra Pradesh,Tirupati,62.4,24.41,62.4,33.43,19.12,0.59,32.64
2023-10-27,Andhra Pradesh,Tirupati,48.1,14.11,48.1,17.71,13.07,0.42,28.07
2023-11-11,Andhra Pradesh,Tirupati,59.3,21.2,59.3,18.34,28.85,0.68,40.79
2023-11-26,Andhra Pradesh,Tirupati,60.5,13.49,60.5,18.85,32.73,0.52,33.37
2023-12-11,Andhra Pradesh,Tirupati,80.3,29.72,80.3,42.68,40.86,1.09,37.69
2023-12-26,Andhra Pradesh,Tirupati,62.2,20.69,62.2,18.54,33.65,0.49,40.72
2024-01-10,Andhra Pradesh,Tirupati,34.5,10.57,34.5,12.67,17.34,0.33,20.52
2024-01-25,Andhra Pradesh,Tirupati,35.5,13.83,35.5,13.31,16.03,0.36,24.02
2024-02-09,Andhra Pradesh,Tirupati,52.5,17.63,52.5,15.25,22.76,0.66,30.97
2024-02-24,Andhra Pradesh,Tirupati,92.1,29.79,92.1,51.19,37.57,1.17,39.47
2024-03-10,Andhra Pradesh,Tirupati,68.9,17.72,68.9,25.11,16.97,0.93,47.89
2024-03-25,Andhra Pradesh,Tirupati,57.0,17.84,57.0,25.88,23.53,0.73,33.12
2024-04-09,Andhra Pradesh,Tirupati,87.2,32.67,87.2,23.22,44.28,0.9,33.76
2024-04-24,Andhra Pradesh,Tirupati,64.1,23.66,64.1,26.41,17.06,0.55,28.66
2024-05-09,Andhra Pradesh,Tirupati,57.1,13.1,34.15,25.09,28.56,0.72,57.1
2024-05-24,Andhra Pradesh,Tirupati,58.5,20.31,20.06,22.21,18.9,0.67,58.5
2024-06-08,Andhra Pradesh,Tirupati,58.8,21.08,37.11,30.74,18.11,0.73,58.8
2024-06-23,Andhra Pradesh,Tirupati,88.9,35.61,88.9,21.68,49.69,0.92,36.42
2024-07-08,Andhra Pradesh,Tirupati,73.4,21.59,73.4,25.48,28.64,0.68,48.86
2024-07-23,Andhra Pradesh,Tirupati,73.6,17.87,73.6,26.14,34.17,1.03,41.49
2024-08-07,Andhra Pradesh,Tirupati,66.7,21.22,66.7,32.98,31.87,0.55,28.43
2024-08-22,Andhra Pradesh,Tirupati,54.7,18.56,54.7,23.21,26.77,0.37,34.11
2024-09-06,Andhra Pradesh,Tirupati,44.0,11.69,44.0,21.24,12.95,0.47,17.36
2024-09-21,Andhra Pradesh,Tirupati,91.0,23.77,91.0,34.42,22.6,1.01,60.87
2024-10-06,Andhra Pradesh,Tirupati,139.5,33.45,167.4,67.28,54.87,1.66,91.94
2024-10-21,Andhra Pradesh,Tirupati,130.0,46.92,156.0,51.15,67.21,0.91,76.64
2024-11-05,Andhra Pradesh,Tirupati,73.2,20.7,73.2,40.73,31.63,0.65,47.68
2024-11-20,Andhra Pradesh,Tirupati,115.8,40.84,138.96,48.19,57.4,1.51,71.91
2024-12-05,Andhra Pradesh,Tirupati,124.2,45.47,149.04,43.55,51.18,1.49,81.92
2024-12-20,Andhra Pradesh,Tirupati,124.8,48.22,149.76,62.23,68.17,1.11,75.8
2025-01-04,Andhra Pradesh,Tirupati,137.8,48.03,165.36,40.7,51.39,1.91,51.87
